split,kernel,accuracy
70:30,linear,0.9789695057833859
70:30,poly,0.9600420609884333
70:30,rbf,0.9831756046267087
80:20,linear,0.9747634069400631
80:20,poly,0.9558359621451105
80:20,rbf,0.9826498422712934
